subcategory,title,price,rating,reviews,url,category,value_score,popularity_score,price_bucket
Diving,ZCCO Diving Head Cover 3mm Neoprene Hoods Surfing Snorkeling Winter Thermal Swimming Headgear for Men Women,17.8,5.0,2,https://www.banggood.com/ZCCO-Diving-Head-Cover-3mm-Neoprene-Hoods-Surfing-Snorkeling-Winter-Thermal-Swimming-Headgear-for-Men-Women-p-1997751.html?cur_warehouse=CN&ID=528196&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.2809,8.6603,High
Diving,DIVE&SAIL Men's 1.5mm Neoprene Shorty Wetsuit UV Resistant Front Zip Long Sleeve Diving Suit for Snorkeling Swimming Surfing,23.22,5.0,2,https://www.banggood.com/DIVEandSAIL-Mens-1_5mm-Neoprene-Shorty-Wetsuit-UV-Resistant-Front-Zip-Long-Sleeve-Diving-Suit-for-Snorkeling-Swimming-Surfing-p-2017906.html?cur_warehouse=CN&ID=62878306327160&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.2153,8.6603,High
Diving,DIVE&SAIL 3mm Black Neoprene Patchwork Diving Gloves Warm Swimming Gloves For Couples Snorkeling Spearfishing Hunting Diving,10.83,5.0,1,https://www.banggood.com/DIVEandSAIL-3mm-Black-Neoprene-Patchwork-Diving-Gloves-Warm-Swimming-Gloves-For-Couples-Snorkeling-Spearfishing-Hunting-Diving-p-2017674.html?cur_warehouse=CN&ID=6287638&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.4617,7.0711,Medium
Diving,ZCCO 1.5mm Diving Suit Comfortable Neoprene Long Sleeve Waterproof Front Zipper Smooth Design Water Sport Jacket for Surfing Deep Diving Snorkeling,30.96,4.93,0,https://www.banggood.com/ZCCO-1_5mm-Diving-Suit-Comfortable-Neoprene-Long-Sleeve-Waterproof-Front-Zipper-Smooth-Design-Water-Sport-Jacket-for-Surfing-Deep-Diving-Snorkeling-p-1997755.html?cur_warehouse=CN&ID=6287624&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1592,4.93,Premium
Diving,DIVE&SAIL Women's Full Body Wetsuit UTF50+ Sun Protection 98% UV Blocking Rate Cool Ice Fiber Breathable Quick Dry Thin Swimsuit  for Diving Surfing Snorkeling Swimming,38.7,5.0,1,https://www.banggood.com/DIVEandSAIL-Womens-Full-Body-Wetsuit-UTF50+-Sun-Protection-98-pencent-UV-Blocking-Rate-Cool-Ice-Fiber-Breathable-Quick-Dry-Thin-Swimsuit-for-Diving-Surfing-Snorkeling-Swimming-p-2016007.html?cur_warehouse=CN&ID=5281856287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1292,7.0711,Premium
Diving,DIVE&SAIL 3mm Warm Neoprene Long Sleeve Wetsuit High Elasticity Wear-resistance Diving Suit Thermal Suit for Surfing Snorkeling Diving Swimming,54.18,4.93,0,https://www.banggood.com/DIVEandSAIL-3mm-Warm-Neoprene-Long-Sleeve-Wetsuit-High-Elasticity-Wear-resistance-Diving-Suit-Thermal-Suit-for-Surfing-Snorkeling-Diving-Swimming-p-2016105.html?cur_warehouse=CN&ID=314648965&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.091,4.93,Premium
Diving,ZCCO 3mm Warm Wetsuit Neoprene Elastic Surfing Snorkeling Short  Sleeves Diving Suit for Spearfishing Snorkeling Surfing Canoeing,46.44,5.0,3,https://www.banggood.com/ZCCO-3mm-Warm-Wetsuit-Neoprene-Elastic-Surfing-Snorkeling-Short-Sleeves-Diving-Suit-for-Spearfishing-Snorkeling-Surfing-Canoeing-p-2011583.html?cur_warehouse=CN&ID=62876386300000&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1077,10.0,Premium
Diving,DIVE&SAIL UPF 50+ Cool Swimsuit Full Body Sleeve Set 98% Long-last Sun Protection Quick Dry Breathable Surf Swimwear for Snorkeling Swimming Diving Rafting,38.7,4.93,0,https://www.banggood.com/DIVEandSAIL-UPF-50+-Cool-Swimsuit-Full-Body-Sleeve-Set-98-pencent-Long-last-Sun-Protection-Quick-Dry-Breathable-Surf-Swimwear-for-Snorkeling-Swimming-Diving-Rafting-p-2015926.html?cur_warehouse=CN&ID=314848965&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1274,4.93,Premium
Diving,DIY Cap Adapter For Dideep 4L Scuba Tank,7.73,5.0,1,https://www.banggood.com/DIY-Cap-Adapter-For-Dideep-4L-Scuba-Tank-p-2020933.html?cur_warehouse=CN&ID=6287853&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.6468,7.0711,Low
Diving,Scuba Adapter With 50cm 30MAP Hose Diving Oxygen Cylinder inflation Valve Filling Valve,30.96,5.0,3,https://www.banggood.com/Scuba-Adapter-With-50cm-30MAP-Hose-Diving-Oxygen-Cylinder-inflation-Valve-Filling-Valve-p-1948647.html?cur_warehouse=CN&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1615,10.0,Premium
Diving,ZCCO 1.5mm Diving Socks Super Elastic Comfortable Swimming Warmth Increased Anti Slip Wear Resistant Beach Wading Socks,11.6,5.0,1,https://www.banggood.com/ZCCO-1_5mm-Diving-Socks-Super-Elastic-Comfortable-Swimming-Warmth-Increased-Anti-Slip-Wear-Resistant-Beach-Wading-Socks-p-2009354.html?cur_warehouse=CN&ID=62878306324233&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.431,7.0711,Medium
Diving,ZCCO 3mm Adult Wetsuit Neoprene Super Elastic Wear-resistant Diving Suit Deep Spearfishing Wear Snorkeling Surfing One Piece Set Winter Thermal Swimsuit,47.22,5.0,1,https://www.banggood.com/ZCCO-3mm-Adult-Wetsuit-Neoprene-Super-Elastic-Wear-resistant-Diving-Suit-Deep-Spearfishing-Wear-Snorkeling-Surfing-One-Piece-Set-Winter-Thermal-Swimsuit-p-1997757.html?cur_warehouse=CN&ID=528184&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1059,7.0711,Premium
Diving,ZCCO 3mm Front Zipper Wetsuit  Neoprene Elastic Warm Swimming Surfing Snorkeling Long Sleeves Diving Suit Full Body Jumpsuit Water Sport Swimwear,48.76,5.0,1,https://www.banggood.com/ZCCO-3mm-Front-Zipper-Wetsuit-Neoprene-Elastic-Warm-Swimming-Surfing-Snorkeling-Long-Sleeves-Diving-Suit-Full-Body-Jumpsuit-Water-Sport-Swimwear-p-2011573.html?cur_warehouse=CN&ID=62876216287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1025,7.0711,Premium
Diving,ZCCO 1.5mm Men Diving Pants Neoprene Trousers Warm Comfortable Surfing Pants for Swimming Snorkeling Diving Sailing,22.44,4.93,0,https://www.banggood.com/ZCCO-1_5mm-Men-Diving-Pants-Neoprene-Trousers-Warm-Comfortable-Surfing-Pants-for-Swimming-Snorkeling-Diving-Sailing-p-2011638.html?cur_warehouse=CN&ID=62876216287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.2197,4.93,High
Diving,ZCCO 3mm Knee Pads Wetsuit Neoprene Elastic Warm Swimming Surfing Snorkeling Long Sleeves Diving Suit Full Body Jumpsuit Water Sport Swimwear Prevent Scratches,48.76,5.0,2,https://www.banggood.com/ZCCO-3mm-Knee-Pads-Wetsuit-Neoprene-Elastic-Warm-Swimming-Surfing-Snorkeling-Long-Sleeves-Diving-Suit-Full-Body-Jumpsuit-Water-Sport-Swimwear-Prevent-Scratches-p-2011778.html?cur_warehouse=CN&ID=6287638&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1025,8.6603,Premium
Diving,DIVE&SAIL UPF50+ Men's One Piece Long Sleeve Wetsuit UV Protection Soft Skin-Friendly Breathable Quick Dry Diving Suit Set Suitable for Swimming Snorkeling Surfing,35.6,4.5,4,https://www.banggood.com/DIVEandSAIL-UPF50+-Mens-One-Piece-Long-Sleeve-Wetsuit-UV-Protection-Soft-Skin-Friendly-Breathable-Quick-Dry-Diving-Suit-Set-Suitable-for-Swimming-Snorkeling-Surfing-p-2015843.html?cur_warehouse=CN&ID=62878306299131&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1264,10.0623,Premium
Diving,DIVE&SAIL Shorty Warm Wetsuit 1.5mm Neoprene Back Zip UPF50+ Sun Protection Soft Skin-Friendly Breathable Quick Dry Diving Suit for Snorkeling Surfing Kayaking Swimming,30.96,5.0,3,https://www.banggood.com/DIVEandSAIL-Shorty-Warm-Wetsuit-1_5mm-Neoprene-Back-Zip-UPF50+-Sun-Protection-Soft-Skin-Friendly-Breathable-Quick-Dry-Diving-Suit-for-Snorkeling-Surfing-Kayaking-Swimming-p-2015853.html?cur_warehouse=CN&ID=6327157&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1615,10.0,Premium
Diving,DIVE&SAIL 5MM Diving Boots Adult Snorkeling Booties Non Slip Silicone Sole Comfortable Wetsuit Boots for Beach Windsurfing Kayaking,27.86,5.0,3,https://www.banggood.com/DIVEandSAIL-5MM-Diving-Boots-Adult-Snorkeling-Booties-Non-Slip-Silicone-Sole-Comfortable-Wetsuit-Boots-for-Beach-Windsurfing-Kayaking-p-2017676.html?cur_warehouse=CN&ID=6299378&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1795,10.0,High
Diving,DIVE&SAIL Men's Diving Pants UFP50+ Sun Protection Quick-drying Breathable High Elastic Thin Snorkeling Trousers for Surfing Swimming,12.77,4.93,0,https://www.banggood.com/DIVEandSAIL-Mens-Diving-Pants-UFP50+-Sun-Protection-Quick-drying-Breathable-High-Elastic-Thin-Snorkeling-Trousers-for-Surfing-Swimming-p-2032926.html?cur_warehouse=CN&ID=5281866287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.3861,4.93,Medium
Diving,DIVE&SAIL Men Full Body Dive Skins Wetsuit UPF50+ Sun Protection Quick-drying One-piece Long Sleeve Diving Top Pant Front Zip High Elastic Thin Snorkeling Clothes for Surfing Swimming,27.86,5.0,1,https://www.banggood.com/DIVEandSAIL-Men-Full-Body-Dive-Skins-Wetsuit-UPF50+-Sun-Protection-Quick-drying-One-piece-Long-Sleeve-Diving-Top-Pant-Front-Zip-High-Elastic-Thin-Snorkeling-Clothes-for-Surfing-Swimming-p-2032927.html?cur_warehouse=CN&ID=5281866287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1795,7.0711,High
Diving,Double Tube Waterproof Anti-fog Goggles 180° Panoramic Full Face Swimming Goggles Fully Dry Snorkel Goggles for Diving,18.58,5.0,6,https://www.banggood.com/Double-Tube-Waterproof-Anti-fog-Goggles-180-Panoramic-Full-Face-Swimming-Goggles-Fully-Dry-Snorkel-Goggles-for-Diving-p-2010245.html?cur_warehouse=CN&ID=62907686325996&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.2691,13.2288,High
Diving,ZCCO 3mm Warm Neoprene Diving Wetsuit Back Zip Wetsuits Split Long Sleeves Thermal Swimsuit for Deep Surfing Swimming Snorkeling Water Sports,27.09,5.0,3,https://www.banggood.com/ZCCO-3mm-Warm-Neoprene-Diving-Wetsuit-Back-Zip-Wetsuits-Split-Long-Sleeves-Thermal-Swimsuit-for-Deep-Surfing-Swimming-Snorkeling-Water-Sports-p-2009487.html?cur_warehouse=CN&ID=62876216287830&rmmds=CategorySportsPop&trace_id=1ca01763853697846,Sports And Outdoors,0.1846,10.0,High
Paddle Boarding,"22PSI High Pressure Paddle Board Pump Portable 12V Car Electric Air Compressor Support Inflation/Deflation, 3 Working Modes Auto-Off Function with 7 Nozzles for Inflatable Boat Kayak Tent Pool Stand-up Paddle",47.63,5.0,3,"https://www.banggood.com/22PSI-High-Pressure-Paddle-Board-Pump-Portable-12V-Car-Electric-Air-Compressor-Support-Inflation-or-Deflation,3-Working-Modes-Auto-Off-Function-with-7-Nozzles-for-Inflatable-Boat-Kayak-Tent-Pool-Stand-up-Paddle-p-2017665.html?cur_warehouse=CN&ID=6287844&rmmds=CategorySportsPop&trace_id=1ca01763853711943",Sports And Outdoors,0.105,10.0,Premium
Paddle Boarding,Portable Paddle Board Pump 20PSI High Pressure Electric Air Compressor Pump Inflation & Deflation Pump with 6 Nozzles for Inflatable Boat Pool Surfboard Stand-up Paddle Board SUP,40.74,5.0,3,https://www.banggood.com/Portable-Paddle-Board-Pump-20PSI-High-Pressure-Electric-Air-Compressor-Pump-Inflation-and-Deflation-Pump-with-6-Nozzles-for-Inflatable-Boat-Pool-Surfboard-Stand-up-Paddle-Board-SUP-p-2018361.html?cur_warehouse=CN&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,0.1227,10.0,Premium
Paddle Boarding,Electric Air Pump Inflator Air Compressor With Rechargeable Battery Portable Wireless For PVC Boat Mattress Inflatable Pool Raft Tyre Balls With 3 Nozzles,14.84,5.0,1,https://www.banggood.com/Electric-Air-Pump-Inflator-Air-Compressor-With-Rechargeable-Battery-Portable-Wireless-For-PVC-Boat-Mattress-Inflatable-Pool-Raft-Tyre-Balls-With-3-Nozzles-p-2038481.html?cur_warehouse=CN&ID=6287830&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,0.3369,7.0711,Medium
Paddle Boarding,20PSI High Pressure Air Compressor Built-in Lithium Battery Wireless Portable Electric Air Pump Power Bank Inflator Pump for Inflatable Boat Paddle Surfboard Camping Bed Swimming Pool Inflatable Ring,24.23,5.0,1,https://www.banggood.com/20PSI-High-Pressure-Air-Compressor-Built-in-Lithium-Battery-Wireless-Portable-Electric-Air-Pump-Power-Bank-Inflator-Pump-for-Inflatable-Boat-Paddle-Surfboard-Camping-Bed-Swimming-Pool-Inflatable-Ring-p-2038483.html?cur_warehouse=CN&ID=6287830&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,0.2064,7.0711,High
Paddle Boarding,KOETSU Paddle Board Surfboard Accessories Foot Rope Safety Leash 5mm Adjustable TPU Material Rope For Stand Up Paddle Board Surfboard,4.85,5.0,1,https://www.banggood.com/KOETSU-Paddle-Board-Surfboard-Accessories-Foot-Rope-Safety-Leash-5mm-Adjustable-TPU-Material-Rope-For-Stand-Up-Paddle-Board-Surfboard-p-2011861.html?cur_warehouse=CN&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,1.0309,7.0711,Low
Paddle Boarding,Adjustable Paddle Board Shoulder Strap Comfortable Multiple Uses Quick Release Buckles Adjustable Length Surfboard Carrying Bel,10.3,5.0,9,https://www.banggood.com/Adjustable-Paddle-Board-Shoulder-Strap-Comfortable-Multiple-Uses-Quick-Release-Buckles-Adjustable-Length-Surfboard-Carrying-Bel-p-2010315.html?cur_warehouse=CN&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,0.4854,15.8114,Medium
Paddle Boarding,ISUP Paddle Board Storage Bag Refrigerated Surfboard Kayak Insulated Freezer Bag Outdoor Car Bag Stand Up Paddle Board Accessories,15.14,5.0,2,https://www.banggood.com/ISUP-Paddle-Board-Storage-Bag-Refrigerated-Surfboard-Kayak-Insulated-Freezer-Bag-Outdoor-Car-Bag-Stand-Up-Paddle-Board-Accessories-p-2010313.html?cur_warehouse=CN&rmmds=CategorySportsPop&trace_id=1ca01763853711943,Sports And Outdoors,0.3303,8.6603,Medium
Paddle Boarding,"WaveRite 22PSI High Pressure Paddle Board Pump Portable 12V Car Electric Air Compressor Support Inflation/Deflation, 3 Working Modes Auto-Off Function with 7 Nozzles for Inflatable Boat Kayak Tent Pool Stand-up Paddle",47.07,5.0,3,"https://www.banggood.com/WaveRite-22PSI-High-Pressure-Paddle-Board-Pump-Portable-12V-Car-Electric-Air-Compressor-Support-Inflation-or-Deflation,3-Working-Modes-Auto-Off-Function-with-7-Nozzles-for-Inflatable-Boat-Kayak-Tent-Pool-Stand-up-Paddle-p-2035775.html?cur_warehouse=CN&ID=6287844&rmmds=CategorySportsPop&trace_id=1ca01763853711943",Sports And Outdoors,0.1062,10.0,Premium
Electric Wrench,Drillpro 18V Cordless Brushless Impact Wrench Electric Screwdriver Stepless Speed Change,29.41,4.88,405,https://www.banggood.com/Drillpro-18V-Cordless-Brushless-Impact-Wrench-Electric-Screwdriver-Stepless-Speed-Change-p-1576432.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1659,98.3293,Premium
Electric Wrench,Drillpro 2 in 1 520N.m Brushless Cordless 1/2 inch Electric Impact Wrench Replacement for Mak 18V Battery,27.09,4.89,195,https://www.banggood.com/Drillpro-2-in-1-520N_m-Brushless-Cordless-1-or-2-inch-Electric-Impact-Wrench-Replacement-for-Mak-18V-Battery-p-1775592.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1805,68.46,High
Electric Wrench,Drillpro 18V 0-3200RPM Cordless Impact Wrench Driver Brushless Motor With LED Light Electric Wrench Adapted for Makita DTW285Z,30.96,4.88,52,https://www.banggood.com/Drillpro-18V-0-3200RPM-Cordless-Impact-Wrench-Driver-Brushless-Motor-With-LED-Light-Electric-Wrench-Adapted-for-Makita-DTW285Z-p-1602645.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1576,35.5269,Premium
Electric Wrench,Brushless Electric Ratchet Wrench without Battery for DEWALT 3/8 Inch 95 Nm Torque 0-250 RPM Compact Power Tool for DEWALT Batteries,39.01,5.0,1,https://www.banggood.com/Brushless-Electric-Ratchet-Wrench-without-Battery-for-DEWALT-3-or-8-Inch-95-Nm-Torque-0-250-RPM-Compact-Power-Tool-for-DEWALT-Batteries-p-2033127.html?cur_warehouse=CN&ID=523058&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1282,7.0711,Premium
Electric Wrench,DWR180Z Cordless Ratchet Screwdriver 18V with 800 RPM LED Work Light Extreme Protection Technology Battery Powered Tool,146.31,4.93,0,https://www.banggood.com/DWR180Z-Cordless-Ratchet-Screwdriver-18V-with-800-RPM-LED-Work-Light-Extreme-Protection-Technology-Battery-Powered-Tool-p-2042160.html?cur_warehouse=CN&ID=523058&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.0337,4.93,Premium
Electric Wrench,DTW300Z Cordless Impact Wrench 18V 330Nm Brushless Motor LED Light 1/2 Inch Drive 4 Speed Settings High Torque Power Tool,183.47,4.93,0,https://www.banggood.com/DTW300Z-Cordless-Impact-Wrench-18V-330Nm-Brushless-Motor-LED-Light-1-or-2-Inch-Drive-4-Speed-Settings-High-Torque-Power-Tool-p-2042166.html?cur_warehouse=CN&ID=523058&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.0269,4.93,Premium
Electric Wrench,Cordless Electric Wrench 2000N.M High Torque Brushless Motor LED Work Light Adapted to 18V Battery Stepless Speed Change Heavy Duty,35.6,5.0,1,https://www.banggood.com/Cordless-Electric-Wrench-2000N_M-High-Torque-Brushless-Motor-LED-Work-Light-Adapted-to-18V-Battery-Stepless-Speed-Change-Heavy-Duty-p-2033118.html?cur_warehouse=CN&ID=6287842&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1404,7.0711,Premium
Electric Wrench,Drillpro 18V 300N.M Bare Metal Cordless Electric Brushless Impact Wrench Stepless Speed Change Switch For 18V Makiita Battery,29.41,5.0,2,https://www.banggood.com/Drillpro-18V-300N_M-Bare-Metal-Cordless-Electric-Brushless-Impact-Wrench-Stepless-Speed-Change-Switch-For-18V-Makiita-Battery-p-1984995.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.17,8.6603,Premium
Electric Wrench,High-Powered Cordless Brushless Impact Wrench 1/2,27.09,5.0,1,https://www.banggood.com/High-Powered-Cordless-Brushless-Impact-Wrench-1-or-2-inch-Drive-380NM-Torque-Fast-Speed-Versatile-Tool-for-Maintenance-Construction-Woodworking-No-Battery-Compatible-with-Makiita-Battery-p-1994258.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1846,7.0711,High
Electric Wrench,Drillpro 1000N.m High-Torque Brushless Electric Cordless Wrench Adjustable 3 Gears with LED Work Light High Impact Cordless Tool Compatible with Mak Battery,43.35,5.0,7,https://www.banggood.com/Drillpro-1000N_m-High-Torque-Brushless-Electric-Cordless-Wrench-Adjustable-3-Gears-with-LED-Work-Light-High-Impact-Cordless-Tool-Compatible-with-Mak-Battery-p-2006220.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1153,14.1421,Premium
Electric Wrench,Drillpro 18V 520N.M 1/2'' Li-Ion Brushless Cordless Impact Electric Wrench Driver Replacement Tool,34.83,4.86,21,https://www.banggood.com/Drillpro-18V-520N_M-1-or-2-Li-Ion-Brushless-Cordless-Impact-Electric-Wrench-Driver-Replacement-Tool-p-1937344.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853731243,"Tools,Industrial And Scientific",0.1395,22.7954,Premium
Electric Screwdriver,Drillpro 20+1 Brushless Electric Screwdriver 1000W Peak Torque with Dual Speed Capabilities Compatible with 18V Batteries Ideal for Steel and Woodworking Tools,16.25,4.88,241,https://www.banggood.com/Drillpro-20+1-Brushless-Electric-Screwdriver-1000W-Peak-Torque-with-Dual-Speed-Capabilities-Compatible-with-18V-Batteries-Ideal-for-Steel-and-Woodworking-Tools-p-2004414.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.3003,75.915,Medium
Electric Screwdriver,XIAOMI AtuMan DUKA E2 210RPM Precision Electric Screwdriver Set with Dual-Speed Adjustment 25 Screwdriver Heads Ideal for Home DIY Project Quick Charging,16.25,4.72,198,https://www.banggood.com/XIAOMI-AtuMan-DUKA-E2-210RPM-Precision-Electric-Screwdriver-Set-with-Dual-Speed-Adjustment-25-Screwdriver-Heads-Ideal-for-Home-DIY-Project-Quick-Charging-p-2007041.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.2905,66.5838,Medium
Electric Screwdriver,XIAOMI Mijia 350mAh 200rpm Type-C Rechargeable 2 Gears Electric Screwdriver Repair Tool W/ Magnetic Storage Case & 24pcs S2 Steel Bits,25.54,4.9,1696,https://www.banggood.com/XIAOMI-Mijia-350mAh-200rpm-Type-C-Rechargeable-2-Gears-Electric-Screwdriver-Repair-Tool-W-or-Magnetic-Storage-Case-and-24pcs-S2-Steel-Bits-p-1999868.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.1919,201.8538,High
Electric Screwdriver,Wowstick SD63 3N.M 230r/min DC 5V Electric Screwdriver All-Aluminum Shell High Torque USB Type-C Charging Compact Design Long Battery Life,21.67,4.6,5,https://www.banggood.com/Wowstick-SD63-3N_M-230r-or-min-DC-5V-Electric-Screwdriver-All-Aluminum-Shell-High-Torque-USB-Type-C-Charging-Compact-Design-Long-Battery-Life-p-1994644.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.2123,11.2677,High
Electric Screwdriver,36 In 1 Precision Electric Screwdriver Set Type-C Fast Charging Screwdriver Set with LED Light Phone Repair Electric Tool,17.02,4.98,53,https://www.banggood.com/36-In-1-Precision-Electric-Screwdriver-Set-Type-C-Fast-Charging-Screwdriver-Set-with-LED-Light-Phone-Repair-Electric-Tool-p-1989065.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.2926,36.5954,High
Electric Screwdriver,Drillpro 3 Light Cordless Electric Screwdriver 3 Speeds Portable Electric Screw Driver For Makiita 18V Battery,27.09,4.79,61,https://www.banggood.com/Drillpro-3-Light-Cordless-Electric-Screwdriver-3-Speeds-Portable-Electric-Screw-Driver-For-Makiita-18V-Battery-p-1783990.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.1768,37.7165,High
Electric Screwdriver,WORX WX242 4V Electrical Screwdriver Set Smart Cordless Electric Screwdrivers USB Rechargeable 30 Bit Set Mini Drill Power Tool,34.83,5.0,13,https://www.banggood.com/WORX-WX242-4V-Electrical-Screwdriver-Set-Smart-Cordless-Electric-Screwdrivers-USB-Rechargeable-30-Bit-Set-Mini-Drill-Power-Tool-p-2032079.html?cur_warehouse=CN&ID=6316528&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.1436,18.7083,Premium
Electric Screwdriver,20V Brushless Impact Screwdriver 205N.M Torque for DEWALT Battery Cordless Power Tool High Efficiency Compact Design,36.22,5.0,1,https://www.banggood.com/20V-Brushless-Impact-Screwdriver-205N_M-Torque-for-DEWALT-Battery-Cordless-Power-Tool-High-Efficiency-Compact-Design-p-2033129.html?cur_warehouse=CN&ID=523058&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.138,7.0711,Premium
Electric Screwdriver,WOWSTICK TRY Electric Screwdriver Deep Space Ash Compact Design with 20 Batch Heads 180 Days Standby Long Battery Life High Torque,23.22,5.0,2,https://www.banggood.com/WOWSTICK-TRY-Electric-Screwdriver-Deep-Space-Ash-Compact-Design-with-20-Batch-Heads-180-Days-Standby-Long-Battery-Life-High-Torque-p-1994196.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.2153,8.6603,High
Electric Screwdriver,68-in-1 Electric Screwdriver Kit Quick Charge 90min Use 200rpm Lithium Battery Home DIY Tools,23.22,4.93,29,https://www.banggood.com/68-in-1-Electric-Screwdriver-Kit-Quick-Charge-90min-Use-200rpm-Lithium-Battery-Home-DIY-Tools-p-1995467.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.2123,27.0027,High
Electric Screwdriver,JAKEMY Dual Dynamics Precision Electric Screwdriver Aluminum Alloy 395RPM Portable Multifunctional Top Rated Tool for Household Appliance,25.54,2.5,2,https://www.banggood.com/JAKEMY-Dual-Dynamics-Precision-Electric-Screwdriver-Aluminum-Alloy-395RPM-Portable-Multifunctional-Top-Rated-Tool-for-Household-Appliance-p-1997547.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.0979,4.3301,High
Electric Screwdriver,62-in-1 High-Speed Adjustable Electric Screwdriver with 48 Precision S2 Bits Lengthened Bits for Complex Tasks 330mAh Battery Type-C Charging Compact Portable DIY Repair Tool Set with Additional Accessories,29.41,5.0,2,https://www.banggood.com/62-in-1-High-Speed-Adjustable-Electric-Screwdriver-with-48-Precision-S2-Bits-Lengthened-Bits-for-Complex-Tasks-330mAh-Battery-Type-C-Charging-Compact-Portable-DIY-Repair-Tool-Set-with-Additional-Accessories-p-2014559.html?cur_warehouse=CN&rmmds=CategoryToolsPop&trace_id=1ca01763853745224,"Tools,Industrial And Scientific",0.17,8.6603,Premium
